minimum_nights,number_of_reviews,reviews_per_month,Price
1.0,22.0,1.99,63
7.0,19.0,0.32,150
1.0,4.0,0.11,85
1.0,0.0,0.0,63
3.0,4.0,1.15,119
2.0,6.0,0.48,90
4.0,5.0,0.35,55
2.0,2.0,0.06,100
4.0,0.0,0.0,175
1.0,0.0,0.0,55
2.0,54.0,2.09,50
7.0,4.0,0.33,400
3.0,1.0,0.25,75
1.0,51.0,7.18,138
2.0,53.0,1.64,86
30.0,1.0,0.19,130
1.0,13.0,1.06,60
2.0,2.0,0.07,250
1.0,3.0,0.07,65
1.0,19.0,2.5,49
1.0,13.0,1.84,207
1.0,28.0,14.0,100
1.0,0.0,0.0,100
7.0,2.0,1.58,75
4.0,4.0,0.24,220
1.0,124.0,3.97,71
3.0,4.0,1.88,89
4.0,0.0,0.0,149
2.0,0.0,0.0,100
3.0,1.0,0.04,65
24.0,0.0,0.0,57
14.0,1.0,0.16,90
1.0,156.0,3.58,180
20.0,157.0,1.71,450
1.0,6.0,4.86,225
1.0,150.0,2.68,80
30.0,1.0,0.12,129
30.0,0.0,0.0,271
30.0,99.0,1.57,100
1.0,4.0,1.79,80
5.0,0.0,0.0,39
1.0,10.0,0.28,90
3.0,58.0,4.17,176
2.0,34.0,1.55,300
2.0,14.0,3.96,290
30.0,2.0,0.08,229
12.0,2.0,0.14,130
1.0,35.0,7.24,90
30.0,11.0,0.36,50
1.0,15.0,0.26,99
14.0,8.0,0.21,65
3.0,97.0,2.39,90
4.0,27.0,1.75,172
1.0,2.0,0.09,45
5.0,32.0,0.65,64
30.0,6.0,0.43,130
1.0,0.0,0.0,189
4.0,12.0,0.42,100
3.0,3.0,0.15,70
2.0,26.0,2.26,108
7.0,0.0,0.0,43
5.0,1.0,0.02,60
4.0,2.0,0.64,395
6.0,23.0,2.23,200
2.0,8.0,0.32,250
3.0,54.0,2.6,150
7.0,1.0,1.0,165
1.0,50.0,4.81,55
2.0,4.0,0.34,75
2.0,39.0,1.83,48
2.0,9.0,0.19,175
2.0,83.0,3.42,34
3.0,19.0,0.44,52
20.0,3.0,1.14,88
2.0,5.0,0.1,155
2.0,61.0,2.36,150
3.0,20.0,3.02,370
5.0,15.0,0.16,265
3.0,3.0,0.09,89
31.0,0.0,0.0,130
1.0,4.0,0.06,270
1.0,0.0,0.0,37
3.0,2.0,0.06,180
3.0,83.0,1.19,139
1.0,0.0,0.0,120
2.0,12.0,3.79,150
1.0,120.0,4.77,115
5.0,0.0,0.0,145
3.0,0.0,0.0,120
3.0,10.0,1.38,345
10.0,0.0,0.0,40
2.0,17.0,0.92,40
7.0,13.0,0.36,49
12.0,9.0,0.38,45
3.0,0.0,0.0,89
1.0,12.0,0.45,119
3.0,0.0,0.0,250
1.0,1.0,0.03,120
2.0,1.0,1.0,90
2.0,49.0,5.18,199
1.0,66.0,1.51,169
4.0,111.0,1.9,185
1.0,14.0,4.52,300
5.0,6.0,0.28,55
6.0,0.0,0.0,200
1.0,0.0,0.0,300
180.0,0.0,0.0,250
3.0,1.0,0.03,250
25.0,0.0,0.0,40
2.0,4.0,1.79,217
1.0,55.0,0.94,149
3.0,5.0,0.12,120
1.0,1.0,0.09,195
7.0,1.0,0.03,75
2.0,68.0,2.9,200
2.0,20.0,1.82,70
4.0,0.0,0.0,125
3.0,95.0,2.48,225
30.0,0.0,0.0,300
13.0,20.0,0.41,51
1.0,1.0,0.02,65
2.0,46.0,1.2,65
6.0,0.0,0.0,60
5.0,24.0,0.7,350
1.0,59.0,3.64,75
4.0,1.0,0.03,67
30.0,2.0,0.06,110
3.0,0.0,0.0,89
2.0,9.0,1.61,172
4.0,14.0,3.96,200
1.0,19.0,5.28,75
6.0,25.0,1.79,75
7.0,3.0,0.06,70
1.0,3.0,1.11,72
4.0,76.0,1.07,35
7.0,12.0,1.01,175
2.0,2.0,2.0,125
3.0,5.0,0.37,95
1.0,18.0,1.01,50
1.0,1.0,0.32,45
2.0,5.0,0.24,83
5.0,4.0,4.0,120
1.0,7.0,0.12,95
1.0,16.0,1.1,160
2.0,7.0,0.3,189
6.0,5.0,0.13,110
3.0,13.0,0.82,55
5.0,0.0,0.0,78
2.0,0.0,0.0,70
1.0,2.0,0.07,112
3.0,8.0,0.79,190
3.0,8.0,0.25,90
7.0,26.0,0.41,130
3.0,47.0,1.06,81
3.0,1.0,0.02,300
7.0,14.0,0.37,195
2.0,129.0,3.32,60
3.0,1.0,0.02,160
3.0,1.0,0.03,200
3.0,9.0,0.59,220
2.0,3.0,0.08,65
4.0,173.0,2.12,550
7.0,5.0,0.15,250
2.0,26.0,0.76,99
2.0,22.0,3.59,59
1.0,3.0,0.3,200
1.0,0.0,0.0,79
1.0,0.0,0.0,161
2.0,33.0,3.6,68
1.0,1.0,0.03,150
3.0,180.0,4.2,143
4.0,1.0,0.02,224
4.0,1.0,0.16,375
2.0,34.0,1.11,49
1.0,4.0,4.0,66
1.0,26.0,3.21,49
30.0,17.0,0.47,250
1.0,3.0,0.08,195
5.0,27.0,0.5,125
6.0,15.0,1.86,59
7.0,0.0,0.0,49
1.0,1.0,0.14,45
3.0,170.0,3.64,159
2.0,31.0,0.44,70
4.0,24.0,1.3,140
1.0,0.0,0.0,150
1.0,43.0,2.26,50
5.0,47.0,0.9,62
2.0,3.0,0.14,48
2.0,0.0,0.0,63
30.0,2.0,0.05,116
7.0,3.0,2.81,55
3.0,0.0,0.0,60
3.0,0.0,0.0,65
3.0,9.0,0.42,99
3.0,1.0,0.07,50
3.0,2.0,0.22,200
4.0,2.0,1.36,150
30.0,0.0,0.0,166
3.0,3.0,2.73,249
5.0,6.0,2.5,300
3.0,3.0,0.23,60
2.0,157.0,4.27,38
4.0,32.0,2.36,150
30.0,0.0,0.0,175
1.0,14.0,0.87,80
2.0,25.0,3.99,130
1.0,1.0,0.31,80
1.0,29.0,3.33,75
3.0,8.0,0.17,185
2.0,9.0,0.19,46
1.0,59.0,9.03,79
30.0,0.0,0.0,283
1.0,78.0,4.79,95
2.0,198.0,4.87,90
30.0,0.0,0.0,32
5.0,1.0,0.05,250
30.0,0.0,0.0,135
1.0,0.0,0.0,148
2.0,22.0,2.83,100
3.0,0.0,0.0,135
13.0,2.0,0.04,115
1.0,117.0,1.61,45
5.0,6.0,0.07,75
5.0,4.0,0.41,150
3.0,0.0,0.0,235
2.0,7.0,0.33,139
3.0,45.0,4.49,189
2.0,4.0,0.09,130
1.0,22.0,3.84,82
3.0,3.0,0.16,195
2.0,39.0,1.56,90
2.0,4.0,0.1,175
4.0,6.0,0.14,89
1.0,0.0,0.0,120
3.0,33.0,4.01,128
30.0,0.0,0.0,38
2.0,21.0,0.55,100
4.0,6.0,0.58,139
3.0,22.0,3.07,120
1.0,22.0,1.01,115
1.0,9.0,9.0,95
2.0,0.0,0.0,75
3.0,40.0,2.02,125
1.0,3.0,0.42,80
2.0,3.0,0.12,35
4.0,3.0,0.07,139
2.0,3.0,1.06,200
2.0,40.0,3.18,280
6.0,0.0,0.0,50
1.0,115.0,4.06,35
3.0,18.0,0.97,250
1.0,10.0,0.71,85
3.0,25.0,0.3,210
4.0,1.0,0.24,125
2.0,71.0,2.35,175
2.0,146.0,3.45,220
2.0,1.0,0.03,130
1.0,209.0,6.45,70
2.0,9.0,3.51,189
4.0,9.0,0.26,95
1.0,67.0,0.89,240
5.0,0.0,0.0,165
1.0,0.0,0.0,50
2.0,5.0,0.29,190
5.0,79.0,1.15,439
1.0,2.0,0.05,80
1.0,4.0,4.0,72
2.0,113.0,2.6,70
1.0,0.0,0.0,180
7.0,8.0,2.16,110
2.0,0.0,0.0,65
1.0,94.0,7.32,99
4.0,21.0,0.37,290
2.0,39.0,2.08,80
6.0,5.0,0.14,370
30.0,1.0,0.1,156
2.0,23.0,1.89,125
4.0,4.0,0.34,43
6.0,0.0,0.0,80
2.0,25.0,1.09,129
28.0,0.0,0.0,350
3.0,3.0,0.48,135
1.0,9.0,0.41,129
4.0,0.0,0.0,46
1.0,64.0,2.55,50
3.0,38.0,0.89,133
5.0,1.0,0.16,120
4.0,31.0,1.63,130
3.0,124.0,1.56,125
1.0,7.0,0.19,95
3.0,13.0,0.17,135
30.0,1.0,0.05,163
3.0,2.0,0.04,135
1.0,6.0,0.17,95
1.0,16.0,2.34,55
29.0,0.0,0.0,185
1.0,201.0,4.1,155
1.0,0.0,0.0,60
5.0,84.0,1.25,33
1.0,10.0,2.75,99
30.0,7.0,0.4,160
30.0,0.0,0.0,220
2.0,36.0,2.85,69
1.0,0.0,0.0,25
3.0,4.0,4.0,295
3.0,0.0,0.0,449
7.0,1.0,0.02,115
6.0,7.0,0.26,365
2.0,2.0,0.04,70
5.0,5.0,0.58,45
3.0,36.0,1.26,43
2.0,0.0,0.0,229
5.0,20.0,1.04,120
2.0,4.0,0.67,118
2.0,1.0,1.0,100
6.0,15.0,3.19,70
1.0,1.0,0.42,199
1.0,7.0,0.16,127
7.0,1.0,0.83,42
1.0,75.0,1.81,125
31.0,4.0,1.52,139
1.0,5.0,2.42,200
2.0,1.0,1.0,260
2.0,14.0,1.18,45
6.0,2.0,0.2,180
1.0,254.0,5.59,90
7.0,100.0,1.61,120
1.0,0.0,0.0,59
2.0,6.0,0.11,160
4.0,29.0,0.42,85
10.0,17.0,0.61,70
2.0,0.0,0.0,68
5.0,3.0,0.25,140
3.0,1.0,0.03,65
1.0,2.0,0.08,200
1.0,50.0,1.59,75
2.0,1.0,0.39,75
2.0,205.0,5.83,185
2.0,5.0,0.13,150
1.0,0.0,0.0,300
1.0,56.0,4.41,70
3.0,106.0,1.66,85
2.0,96.0,2.82,125
1.0,11.0,0.44,50
4.0,11.0,0.47,197
1.0,7.0,0.14,95
2.0,5.0,0.52,100
2.0,126.0,2.65,80
1.0,1.0,0.02,45
2.0,3.0,0.15,85
14.0,0.0,0.0,60
30.0,0.0,0.0,60
1.0,29.0,6.13,64
2.0,31.0,3.24,379
4.0,12.0,0.25,72
1.0,11.0,0.32,60
2.0,15.0,5.29,65
4.0,108.0,1.93,199
2.0,4.0,0.62,225
30.0,0.0,0.0,150
3.0,4.0,1.18,188
4.0,27.0,0.58,245
2.0,9.0,0.66,100
1.0,82.0,3.01,45
3.0,88.0,5.42,80
30.0,12.0,0.21,65
5.0,89.0,2.62,584
3.0,1.0,1.0,150
4.0,150.0,1.88,95
1.0,3.0,0.22,450
20.0,3.0,0.25,50
2.0,1.0,0.88,250
3.0,12.0,0.23,450
2.0,20.0,1.38,399
1.0,145.0,3.55,180
2.0,18.0,0.44,142
7.0,4.0,1.19,35
28.0,0.0,0.0,450
2.0,35.0,2.97,75
2.0,3.0,0.12,75
2.0,0.0,0.0,600
2.0,96.0,2.5,99
40.0,0.0,0.0,70
14.0,0.0,0.0,225
5.0,71.0,2.67,100
3.0,19.0,1.37,109
10.0,35.0,0.46,200
4.0,2.0,0.04,50
1.0,32.0,1.29,70
3.0,155.0,2.18,250
3.0,1.0,0.02,180
5.0,0.0,0.0,60
180.0,5.0,0.9,80
1.0,0.0,0.0,100
1.0,35.0,2.25,28
30.0,17.0,0.43,45
2.0,92.0,4.33,148
1.0,89.0,4.35,85
4.0,46.0,1.15,276
30.0,0.0,0.0,38
30.0,6.0,0.12,129
10.0,169.0,3.23,289
3.0,7.0,0.11,275
2.0,2.0,0.7,1200
1.0,1.0,0.21,40
1.0,1.0,0.02,80
2.0,71.0,1.53,85
4.0,1.0,0.04,100
90.0,0.0,0.0,48
2.0,36.0,1.38,115
7.0,0.0,0.0,125
30.0,0.0,0.0,159
1.0,17.0,0.53,49
2.0,84.0,2.47,225
1.0,29.0,1.46,300
18.0,1.0,0.05,31
2.0,2.0,0.06,50
1.0,6.0,5.45,65
30.0,1.0,0.07,376
2.0,3.0,0.07,185
2.0,23.0,1.55,75
6.0,26.0,1.0,60
2.0,9.0,1.27,150
2.0,8.0,0.19,400
4.0,1.0,0.01,125
1.0,0.0,0.0,60
7.0,5.0,1.17,142
1.0,14.0,0.96,80
2.0,3.0,0.97,140
2.0,103.0,4.34,57
1.0,17.0,2.79,25
2.0,61.0,3.17,100
3.0,23.0,1.18,200
2.0,38.0,1.69,175
31.0,1.0,0.02,180
1.0,2.0,0.41,129
2.0,68.0,2.22,85
1.0,8.0,2.07,100
5.0,0.0,0.0,94
3.0,5.0,0.1,195
3.0,1.0,0.02,100
3.0,0.0,0.0,100
2.0,6.0,0.27,42
27.0,3.0,0.06,50
1.0,0.0,0.0,60
30.0,5.0,0.34,125
3.0,119.0,3.31,175
1.0,2.0,0.04,110
4.0,41.0,2.56,81
20.0,4.0,0.52,75
14.0,9.0,0.19,47
2.0,43.0,4.08,35
1.0,68.0,2.97,70
2.0,0.0,0.0,55
2.0,31.0,2.4,70
4.0,1.0,0.02,120
5.0,14.0,5.06,420
4.0,1.0,0.16,299
30.0,2.0,0.04,100
3.0,2.0,0.04,150
1.0,75.0,4.59,138
4.0,0.0,0.0,40
2.0,15.0,3.19,404
2.0,4.0,4.0,250
4.0,0.0,0.0,105
31.0,0.0,0.0,50
3.0,6.0,0.22,250
2.0,75.0,1.73,69
2.0,222.0,3.92,199
1.0,0.0,0.0,79
1.0,3.0,0.93,52
30.0,0.0,0.0,435
4.0,123.0,3.61,150
4.0,77.0,1.65,139
30.0,13.0,0.48,138
20.0,9.0,0.78,80
1.0,2.0,0.1,90
3.0,0.0,0.0,100
4.0,0.0,0.0,59
6.0,12.0,1.53,59
1.0,1.0,1.0,68
1.0,2.0,0.92,89
1.0,0.0,0.0,115
4.0,0.0,0.0,90
2.0,60.0,2.3,175
5.0,16.0,0.7,170
1.0,1.0,0.14,70
2.0,7.0,1.4,35
3.0,22.0,0.45,177
2.0,1.0,0.02,52
1.0,169.0,4.11,80
30.0,0.0,0.0,45
3.0,0.0,0.0,160
2.0,0.0,0.0,200
4.0,11.0,1.46,65
3.0,19.0,2.16,295
2.0,2.0,0.07,139
30.0,7.0,0.08,100
6.0,35.0,0.69,200
2.0,0.0,0.0,215
1.0,19.0,1.62,250
3.0,107.0,4.31,100
1.0,37.0,3.1,65
2.0,1.0,0.03,60
2.0,34.0,0.64,125
1.0,54.0,9.36,75
1.0,213.0,4.42,89
1.0,45.0,5.74,55
1.0,98.0,2.87,129
1.0,1.0,0.02,60
2.0,99.0,2.76,137
1.0,7.0,0.66,81
4.0,36.0,0.57,200
2.0,1.0,0.31,98
1.0,0.0,0.0,145
1.0,13.0,1.36,26
3.0,0.0,0.0,50
30.0,5.0,0.27,110
1.0,40.0,4.26,150
14.0,0.0,0.0,75
2.0,7.0,5.83,115
7.0,139.0,1.23,125
4.0,1.0,0.02,70
1.0,6.0,0.26,187
5.0,0.0,0.0,250
30.0,0.0,0.0,65
2.0,1.0,1.0,100
30.0,0.0,0.0,113
3.0,0.0,0.0,164
2.0,3.0,3.0,55
3.0,0.0,0.0,250
3.0,0.0,0.0,250
3.0,31.0,0.78,814
2.0,25.0,2.26,50
1.0,255.0,8.17,45
200.0,0.0,0.0,160
100.0,1.0,0.11,200
4.0,25.0,1.67,55
3.0,2.0,0.33,90
1.0,8.0,0.15,46
30.0,2.0,0.18,125
1.0,0.0,0.0,200
3.0,13.0,0.22,200
1.0,76.0,1.65,109
5.0,32.0,1.2,100
2.0,3.0,0.06,250
3.0,30.0,0.51,250
18.0,1.0,0.05,40
1.0,8.0,0.47,79
1.0,2.0,0.03,90
1.0,1.0,1.0,100
1.0,0.0,0.0,60
2.0,7.0,4.12,150
1.0,4.0,4.0,350
16.0,8.0,0.2,95
6.0,61.0,1.27,190
1.0,16.0,11.71,65
2.0,8.0,0.23,67
1.0,137.0,12.05,100
7.0,0.0,0.0,69
4.0,0.0,0.0,140
2.0,1.0,1.0,120
30.0,0.0,0.0,200
30.0,6.0,0.33,100
3.0,1.0,0.12,250
1.0,7.0,7.0,150
5.0,1.0,0.05,150
14.0,0.0,0.0,82
2.0,0.0,0.0,75
1.0,0.0,0.0,50
5.0,5.0,1.95,220
8.0,0.0,0.0,150
2.0,10.0,0.21,210
1.0,3.0,0.46,50
5.0,1.0,0.36,40
2.0,3.0,0.42,40
1.0,0.0,0.0,100
2.0,24.0,1.63,125
1.0,2.0,0.06,150
5.0,2.0,0.05,75
3.0,1.0,0.59,185
2.0,31.0,2.66,465
30.0,0.0,0.0,55
7.0,8.0,0.75,54
3.0,36.0,1.06,120
2.0,0.0,0.0,125
2.0,7.0,2.59,248
14.0,1.0,1.0,135
25.0,3.0,0.13,35
3.0,0.0,0.0,1500
2.0,1.0,0.02,60
80.0,0.0,0.0,1170
7.0,0.0,0.0,38
1.0,6.0,2.43,50
29.0,0.0,0.0,189
2.0,279.0,3.68,175
30.0,0.0,0.0,350
2.0,44.0,2.23,325
1.0,1.0,0.04,65
3.0,69.0,1.61,245
2.0,6.0,0.28,100
30.0,1.0,0.45,55
2.0,0.0,0.0,1050
4.0,182.0,2.6,120
1.0,64.0,1.78,50
5.0,38.0,1.8,125
2.0,57.0,3.57,95
2.0,85.0,5.56,75
2.0,102.0,4.48,170
1.0,7.0,0.96,137
1.0,9.0,0.46,119
1.0,1.0,0.1,100
7.0,45.0,0.91,379
1.0,12.0,4.44,85
2.0,49.0,0.96,100
1.0,56.0,7.0,85
30.0,0.0,0.0,34
2.0,0.0,0.0,600
1.0,13.0,2.41,40
7.0,0.0,0.0,50
1.0,11.0,0.78,170
4.0,21.0,0.75,160
1.0,0.0,0.0,100
1.0,0.0,0.0,70
30.0,3.0,0.17,32
4.0,32.0,0.72,80
1.0,65.0,3.78,79
2.0,32.0,1.09,119
6.0,4.0,0.13,50
2.0,3.0,0.19,60
5.0,0.0,0.0,300
30.0,0.0,0.0,265
1.0,209.0,4.53,50
30.0,3.0,0.24,130
2.0,22.0,1.15,350
1.0,1.0,1.0,110
2.0,0.0,0.0,70
3.0,3.0,3.0,75
30.0,8.0,0.13,113
1.0,2.0,2.0,225
30.0,0.0,0.0,99
1.0,25.0,0.63,250
14.0,7.0,0.15,125
5.0,0.0,0.0,75
14.0,99.0,2.32,85
2.0,5.0,0.09,140
1.0,1.0,0.79,199
7.0,55.0,1.12,220
3.0,27.0,0.69,60
3.0,3.0,0.1,215
30.0,0.0,0.0,54
5.0,1.0,0.41,180
1.0,4.0,0.53,150
7.0,0.0,0.0,50
5.0,2.0,0.06,105
6.0,144.0,2.5,60
4.0,8.0,1.1,200
2.0,0.0,0.0,80
4.0,2.0,2.0,160
5.0,20.0,1.43,160
2.0,2.0,0.04,155
120.0,0.0,0.0,232
10.0,9.0,0.19,149
1.0,0.0,0.0,1500
1.0,0.0,0.0,7703
3.0,2.0,0.11,75
1.0,50.0,2.48,90
1.0,24.0,1.86,59
2.0,51.0,2.26,60
2.0,4.0,0.53,190
1.0,3.0,0.2,46
4.0,12.0,1.86,80
1.0,0.0,0.0,100
5.0,4.0,2.03,75
4.0,0.0,0.0,99
30.0,0.0,0.0,250
1.0,0.0,0.0,55
7.0,4.0,0.07,90
60.0,2.0,0.08,249
3.0,2.0,0.04,225
30.0,7.0,0.18,110
1.0,4.0,0.47,179
5.0,8.0,0.16,80
4.0,0.0,0.0,100
1.0,1.0,0.37,105
29.0,0.0,0.0,135
30.0,12.0,0.28,173
1.0,0.0,0.0,30
4.0,0.0,0.0,180
30.0,0.0,0.0,250
3.0,22.0,3.42,100
6.0,50.0,3.55,110
30.0,1.0,0.14,65
2.0,1.0,0.79,43
5.0,4.0,0.23,55
5.0,1.0,0.42,300
21.0,24.0,1.3,125
2.0,50.0,6.88,109
2.0,1.0,0.04,120
2.0,0.0,0.0,240
3.0,1.0,1.0,800
1.0,41.0,1.34,40
2.0,1.0,0.02,145
3.0,34.0,0.79,189
2.0,220.0,2.85,131
7.0,0.0,0.0,75
20.0,4.0,0.18,198
1.0,2.0,0.04,120
1.0,10.0,1.02,129
1.0,101.0,7.03,45
28.0,22.0,0.38,150
1.0,1.0,0.02,66
2.0,2.0,0.23,125
1.0,8.0,0.53,300
60.0,140.0,2.81,120
3.0,4.0,0.16,52
1.0,13.0,5.91,299
2.0,23.0,2.2,600
1.0,22.0,5.5,175
5.0,8.0,0.16,495
30.0,0.0,0.0,170
2.0,16.0,2.24,70
3.0,0.0,0.0,145
29.0,0.0,0.0,165
28.0,5.0,2.73,88
30.0,13.0,0.25,90
4.0,0.0,0.0,300
2.0,28.0,0.7,90
7.0,1.0,0.07,90
5.0,152.0,2.1,160
1.0,8.0,0.34,85
1.0,2.0,0.03,110
3.0,136.0,2.17,250
3.0,0.0,0.0,154
30.0,5.0,0.26,150
7.0,50.0,0.8,395
3.0,1.0,1.0,65
7.0,46.0,1.06,160
60.0,4.0,0.19,119
1.0,0.0,0.0,50
1.0,0.0,0.0,307
2.0,1.0,0.02,200
7.0,11.0,0.21,72
2.0,26.0,3.06,70
2.0,118.0,4.66,50
3.0,0.0,0.0,245
2.0,7.0,3.44,100
4.0,0.0,0.0,175
30.0,11.0,0.52,499
3.0,2.0,0.06,100
31.0,0.0,0.0,49
30.0,36.0,0.61,95
3.0,2.0,0.03,30
7.0,8.0,0.82,135
3.0,2.0,0.68,60
4.0,10.0,2.07,170
1.0,22.0,1.64,90
30.0,3.0,0.07,47
1.0,54.0,0.75,100
3.0,2.0,0.06,70
3.0,1.0,0.01,700
30.0,10.0,0.35,129
2.0,23.0,6.22,60
1.0,50.0,1.85,57
5.0,0.0,0.0,90
7.0,37.0,0.65,145
5.0,35.0,0.46,95
1.0,72.0,4.27,55
1.0,0.0,0.0,80
1.0,5.0,0.11,58
2.0,80.0,1.83,99
5.0,3.0,0.19,70
2.0,21.0,1.14,189
7.0,1.0,0.03,65
3.0,7.0,0.74,339
4.0,18.0,0.22,70
1.0,0.0,0.0,181
4.0,64.0,2.46,145
3.0,42.0,3.82,135
3.0,80.0,0.75,165
30.0,4.0,0.16,60
2.0,12.0,2.81,250
3.0,20.0,1.91,60
7.0,0.0,0.0,80
5.0,1.0,0.08,55
1.0,0.0,0.0,100
3.0,20.0,0.95,75
3.0,45.0,3.14,115
2.0,34.0,1.11,93
2.0,4.0,0.24,120
29.0,0.0,0.0,189
2.0,0.0,0.0,175
3.0,2.0,0.03,190
3.0,0.0,0.0,208
1.0,0.0,0.0,79
2.0,19.0,1.27,150
2.0,32.0,0.79,130
1.0,135.0,2.27,75
5.0,15.0,0.69,65
1.0,0.0,0.0,119
3.0,7.0,0.24,130
5.0,10.0,0.87,300
2.0,4.0,0.63,150
30.0,7.0,0.26,185
3.0,64.0,0.72,115
1.0,0.0,0.0,99
1.0,5.0,0.1,70
2.0,0.0,0.0,200
4.0,3.0,0.26,120
3.0,15.0,1.87,108
1.0,15.0,4.84,30
1.0,96.0,2.48,359
1.0,1.0,0.02,175
2.0,1.0,0.26,215
1.0,5.0,0.12,200
2.0,0.0,0.0,85
30.0,80.0,0.86,130
3.0,4.0,0.34,200
4.0,5.0,0.24,110
2.0,0.0,0.0,99
6.0,0.0,0.0,99
1.0,189.0,3.86,155
30.0,38.0,0.51,195
1.0,0.0,0.0,450
3.0,6.0,0.47,125
30.0,1.0,1.0,189
2.0,0.0,0.0,90
1.0,131.0,4.96,150
1.0,21.0,1.63,125
3.0,5.0,0.1,215
5.0,8.0,0.19,200
1.0,0.0,0.0,157
30.0,5.0,0.37,37
3.0,21.0,3.0,199
2.0,60.0,2.61,150
2.0,108.0,1.09,305
14.0,1.0,0.04,80
30.0,0.0,0.0,50
2.0,81.0,4.31,120
3.0,64.0,1.26,125
2.0,38.0,0.61,125
2.0,0.0,0.0,89
1.0,5.0,0.66,200
3.0,3.0,0.06,145
29.0,2.0,0.27,169
3.0,89.0,2.59,60
2.0,39.0,1.12,47
30.0,0.0,0.0,350
30.0,1.0,0.53,190
2.0,2.0,0.11,140
30.0,8.0,0.23,125
2.0,2.0,0.04,200
4.0,18.0,1.6,110
2.0,31.0,2.49,90
3.0,32.0,1.7,135
1.0,0.0,0.0,186
2.0,4.0,0.11,29
3.0,0.0,0.0,300
1.0,95.0,2.37,34
7.0,19.0,0.56,155
8.0,1.0,0.02,42
4.0,3.0,0.05,80
5.0,1.0,1.0,109
2.0,79.0,3.15,47
1.0,0.0,0.0,350
1.0,162.0,3.2,35
4.0,22.0,1.49,265
2.0,8.0,0.62,170
1.0,2.0,0.19,110
3.0,138.0,1.82,50
2.0,37.0,1.23,150
2.0,0.0,0.0,99
1.0,17.0,5.37,95
1.0,154.0,8.24,75
5.0,2.0,1.2,199
4.0,0.0,0.0,250
1.0,6.0,0.28,50
3.0,3.0,0.21,50
20.0,0.0,0.0,50
1.0,59.0,2.01,30
50.0,8.0,0.33,100
2.0,7.0,5.68,32
2.0,20.0,0.59,60
2.0,1.0,0.03,85
3.0,32.0,1.88,400
3.0,24.0,2.22,113
2.0,132.0,2.7,95
2.0,8.0,0.19,180
2.0,25.0,3.18,60
7.0,0.0,0.0,45
2.0,0.0,0.0,150
4.0,0.0,0.0,225
1.0,1.0,0.22,39
30.0,12.0,0.39,140
1.0,28.0,0.72,80
2.0,0.0,0.0,150
1.0,9.0,2.93,65
2.0,60.0,4.35,90
5.0,4.0,0.24,290
2.0,157.0,3.18,100
2.0,52.0,4.25,98
20.0,0.0,0.0,129
3.0,0.0,0.0,425
14.0,65.0,0.73,199
1.0,36.0,3.79,59
2.0,14.0,0.67,71
30.0,43.0,0.84,95
80.0,18.0,0.87,150
3.0,1.0,0.75,49
7.0,0.0,0.0,150
3.0,50.0,1.42,200
2.0,7.0,4.2,320
10.0,0.0,0.0,25
10.0,12.0,0.26,75
2.0,62.0,5.67,138
2.0,136.0,1.37,67
2.0,128.0,2.53,37
2.0,3.0,0.47,130
4.0,38.0,0.56,299
3.0,14.0,2.05,125
2.0,1.0,1.0,40
26.0,9.0,0.19,500
2.0,1.0,0.03,200
5.0,4.0,2.4,125
3.0,2.0,1.22,65
3.0,8.0,0.19,60
4.0,5.0,0.36,49
1.0,4.0,4.0,50
1.0,89.0,5.31,35
4.0,21.0,2.26,1250
3.0,20.0,2.51,65
30.0,1.0,0.29,37
1.0,1.0,0.03,135
30.0,15.0,0.69,79
2.0,20.0,5.56,135
30.0,1.0,0.05,199
1.0,0.0,0.0,75
5.0,1.0,0.13,75
5.0,0.0,0.0,80
3.0,4.0,0.09,109
5.0,1.0,0.06,300
2.0,15.0,2.28,45
2.0,1.0,0.06,75
2.0,3.0,0.09,80
3.0,70.0,1.38,95
1.0,1.0,0.15,85
30.0,4.0,0.19,40
2.0,11.0,0.16,50
3.0,14.0,1.45,145
2.0,30.0,2.65,75
1.0,2.0,0.06,85
10.0,1.0,0.03,45
2.0,195.0,3.69,135
7.0,9.0,0.21,120
1.0,50.0,0.87,99
2.0,116.0,4.03,259
2.0,50.0,3.87,180
7.0,0.0,0.0,331
5.0,2.0,0.39,799
1.0,50.0,7.69,65
7.0,1.0,0.37,35
7.0,18.0,0.21,250
1.0,8.0,3.0,100
2.0,1.0,0.11,92
3.0,9.0,1.32,94
1.0,3.0,0.46,165
4.0,6.0,1.7,80
2.0,9.0,0.11,140
1.0,4.0,0.53,75
5.0,29.0,1.81,95
30.0,0.0,0.0,225
2.0,25.0,4.78,85
6.0,0.0,0.0,180
2.0,12.0,0.46,200
1.0,27.0,1.67,104
30.0,1.0,0.45,65
1.0,18.0,3.72,48
1.0,4.0,4.0,70
3.0,18.0,0.79,150
1.0,4.0,0.44,59
2.0,58.0,2.25,55
2.0,144.0,5.11,97
3.0,1.0,0.7,350
2.0,28.0,7.3,75
6.0,6.0,0.39,280
30.0,3.0,0.16,185
1.0,92.0,4.52,85
3.0,52.0,3.9,160
1.0,2.0,2.0,48
4.0,1.0,0.02,100
1.0,0.0,0.0,60
3.0,31.0,1.27,250
1.0,83.0,10.29,70
2.0,2.0,1.18,240
29.0,2.0,0.07,199
2.0,25.0,0.43,75
